20201222,高新,科技城,幸福未来花园,32042元/m2,87套在售二手房
20201222,高新,科技城,绿地瞰湖生活广场,31715元/m2,62套在售二手房
20201222,高新,科技城,山湖湾北区,30510元/m2,75套在售二手房
20201222,高新,科技城,招商雍和苑,34663元/m2,33套在售二手房
20201222,高新,科技城,朗诗绿洲天屿,44887元/m2,31套在售二手房
20201222,高新,科技城,虹锦湾,22100元/m2,69套在售二手房
20201222,高新,科技城,科技城金茂府,44140元/m2,10套在售二手房
20201222,高新,科技城,中航樾公馆,29769元/m2,65套在售二手房
20201222,高新,科技城,中航樾玺,28698元/m2,118套在售二手房
20201222,高新,科技城,山湖湾南区,32597元/m2,32套在售二手房
20201222,高新,科技城,望湖湾,29445元/m2,53套在售二手房
20201222,高新,科技城,青山绿庭二区,29289元/m2,59套在售二手房
20201222,高新,科技城,水岸年华,33106元/m2,27套在售二手房
20201222,高新,科技城,龙惠花苑,20495元/m2,24套在售二手房
20201222,高新,科技城,水秀苑,31069元/m2,36套在售二手房
20201222,高新,科技城,永新秀郡,28489元/m2,49套在售二手房
20201222,高新,科技城,万科翠逸花园,35741元/m2,2套在售二手房
20201222,高新,科技城,景瑞无双,45561元/m2,16套在售二手房
20201222,高新,科技城,绿地中央广场五期,28415元/m2,80套在售二手房
20201222,高新,科技城,绿地中央广场四期,29367元/m2,71套在售二手房
20201222,高新,科技城,青山绿庭一区,26140元/m2,41套在售二手房
20201222,高新,科技城,绿地中央广场三期,32565元/m2,42套在售二手房
20201222,高新,科技城,立德绿筑空间,13541元/m2,48套在售二手房
20201222,高新,科技城,云栖麓,31611元/m2,4套在售二手房
20201222,高新,科技城,清山慧谷,35581元/m2,8套在售二手房
20201222,高新,科技城,万科新都会,38060元/m2,5套在售二手房
20201222,高新,科技城,万科翠逸花园一区,33183元/m2,4套在售二手房
20201222,高新,科技城,万科翠逸花园二区,31920元/m2,2套在售二手房
20201222,高新,科技城,万科翠逸花园三区,40549元/m2,1套在售二手房
20201222,高新,科技城,融湖雅墅,39616元/m2,4套在售二手房
20201222,高新,科技城,前山澜庭,51502元/m2,0套在售二手房
20201222,高新,科技城,致远国际商务大厦,暂无,0套在售二手房
